id,sectiontitle,firstfield,nextnode
9aeebe68-44da-4a0f-adb5-0cf5f88ca004,Number of Founders,135fcb7d-0d30-4f8a-8305-5e5ff6cedcc3,c8c8325e-8c01-47b5-b3a3-53e62937bb3d
c8c8325e-8c01-47b5-b3a3-53e62937bb3d,Founders Education Background,cf1d2482-ee1a-4197-b665-034567ae22ac,6d096bdc-e821-4e7d-8d90-3601c3b33e63
6d096bdc-e821-4e7d-8d90-3601c3b33e63,Founders Past Experience and Skills,5e6283d6-a077-407d-ba58-4184067596e8,f4b2ccf6-8a82-4a8a-b650-e02602f1026f
f4b2ccf6-8a82-4a8a-b650-e02602f1026f,Founder Responsibilities,2a801d94-4b84-4c42-b832-0b69c2f972ad,25be1cf1-b618-4824-9ed2-cc388334e37e
25be1cf1-b618-4824-9ed2-cc388334e37e,Non-Founder Team Members,24693ec2-49b7-4e7f-8a4f-c3eb4f4a4716,1529ff8b-5ce2-43c5-9255-976b7d6e16f7
1529ff8b-5ce2-43c5-9255-976b7d6e16f7,Designated CEO,8bb911a4-c53d-4294-b021-9944b298949e,fcaa986b-9f38-42ca-9774-4e845282cf5b
fcaa986b-9f38-42ca-9774-4e845282cf5b,Technical Background,f247280c-385d-49c6-8a2b-746db8d6bec8,0f0931cf-a277-4c5b-b116-f2d96efbf8ea
0f0931cf-a277-4c5b-b116-f2d96efbf8ea,Organization Chart Upload,cd6a49c1-70e4-47ab-b513-c077d95074c0,e527c74c-1dad-48a5-bfbb-76cf85f374b4
e527c74c-1dad-48a5-bfbb-76cf85f374b4,Financial Expertise,49551288-4051-493b-97c3-dc24b80d6a1a,cc3bce73-50f5-4b18-a919-e4c6fa7a617c
cc3bce73-50f5-4b18-a919-e4c6fa7a617c,Core Business Functions Assignment,8151e431-a2bf-4629-959d-14f7d7f0baf2,3be9b486-d84e-435c-aff8-47bef0b1f8b3
3be9b486-d84e-435c-aff8-47bef0b1f8b3,External Advisors and Mentors,724d08f4-eb62-49ef-8513-4180ed065904,7c40fd24-7a50-44ee-b74c-e0529c45105c
7c40fd24-7a50-44ee-b74c-e0529c45105c,Internal Communication and Decision Making,afec19ef-fe32-4183-9c9f-8e0936251f76,8e6ca773-79f0-47ec-a083-e20b874b19b3
8e6ca773-79f0-47ec-a083-e20b874b19b3,Company Registration,1db159bf-36aa-462a-95a1-691e9e6cffd2,4fd55224-1014-4ebb-b4f0-d16937016470
4fd55224-1014-4ebb-b4f0-d16937016470,Team Responsibilities Documentation,30b99d1a-c1cc-4cc4-868d-a689442d5e1d,5e58ba2a-5d91-4b46-9f8f-c6e82bb24711
5e58ba2a-5d91-4b46-9f8f-c6e82bb24711,KPIs for Team Members,c46f3f8c-b66f-475c-bdaf-facda8b47df0,ccb7a134-5bbd-4f91-80cf-2b39ea28b08a
ccb7a134-5bbd-4f91-80cf-2b39ea28b08a,Decision Making Process,ae49180e-fb55-4ca3-94a6-2097434163a8,30cf4a2c-c741-4b4b-a697-00c0e5e070b5
30cf4a2c-c741-4b4b-a697-00c0e5e070b5,Team Meeting Frequency,cdbd11ba-693c-4cc2-aaa9-aec0999ea128,f9d12dee-c3e7-4137-a6ba-d931d2e92ae6
f9d12dee-c3e7-4137-a6ba-d931d2e92ae6,Dedicated Workspace,0a9a2da8-a07f-4786-956c-e2d5fdfe7c68,6d30a1d8-ecb4-4de8-a9c3-b6f4c3892720
6d30a1d8-ecb4-4de8-a9c3-b6f4c3892720,Ownership and Equity Distribution,a16cb524-e7be-49ef-bbec-8a4d61223dee,533559e8-2d26-4749-9d67-200824903673
533559e8-2d26-4749-9d67-200824903673,External Partnerships,271ba3a2-2791-4faf-929e-1a4319aa5224,be87a6be-e67a-4f43-bd6f-47f2b06d49b0
be87a6be-e67a-4f43-bd6f-47f2b06d49b0,Founder Contingency Plan,cf9d01ea-f926-4173-bb09-46aeb29286f0,
