id,sectiontitle,firstfield,nextnode
315ea7b1-e3aa-43d3-a959-8cb4b961c341,CRM System Usage,8a960c2f-e6b8-4d25-911a-ee4cb27cfb2f,aa3e0ce6-f03e-4e9b-b6b3-80b65d76659e
aa3e0ce6-f03e-4e9b-b6b3-80b65d76659e,Customer Contacts Count,6991f401-4d58-442a-8cef-cc3dad478dce,802788cf-38ab-4dc2-a459-f2a85b409cb2
802788cf-38ab-4dc2-a459-f2a85b409cb2,Customer Engagement Frequency,38d021c7-a754-4bab-bb02-e595c5ddfd0c,e77e2b2d-db45-455d-a1d8-7a4677d4295e
e77e2b2d-db45-455d-a1d8-7a4677d4295e,Customer Segmentation,9a65a089-f883-4764-b24f-f1c21a4d0040,f2fbd9a4-d495-4171-aa44-58dfd628ff8a
f2fbd9a4-d495-4171-aa44-58dfd628ff8a,Feedback Collection,f0d131ac-4ce3-4d6b-83ff-910618f28034,99f67dcf-08d9-40ae-a070-cb749abb3cb8
99f67dcf-08d9-40ae-a070-cb749abb3cb8,Customer Satisfaction Rating,b17221cc-c421-448a-9406-a9dab6b9a022,072609d1-d0de-4c60-a9a5-fc72ba0ff481
072609d1-d0de-4c60-a9a5-fc72ba0ff481,Net Promoter Score,1a47af45-9d63-4687-81ef-e73887e7f7ec,ea8c1514-5db1-45b1-91f7-a62afc200588
ea8c1514-5db1-45b1-91f7-a62afc200588,Negative Feedback Handling,f2b9773b-0fe6-4899-b158-b4816a5e686c,a3a2db6b-ae62-45ec-98d6-a92d644632a9
a3a2db6b-ae62-45ec-98d6-a92d644632a9,Customer Retention Rate,6e0aed4a-232e-463c-8d92-e06896eada6f,fe209582-586c-42ca-ab4d-b8cff2c7b1c0
fe209582-586c-42ca-ab4d-b8cff2c7b1c0,Customer Churn Reasons,6b56e668-8c6b-4243-9163-f70e211025d0,097fd18f-4ed2-4a76-a5fe-4b9909a0fd68
097fd18f-4ed2-4a76-a5fe-4b9909a0fd68,Retention Strategies,6f9608f2-f4f6-4918-8087-3f62cc41ee7f,d9c97e7c-caaa-4c19-95a0-b030ae5a9b2f
d9c97e7c-caaa-4c19-95a0-b030ae5a9b2f,Customer Lifespan Tracking,2ea108f6-56c3-4317-a754-4d4e8113d011,ae6215fa-229a-4942-8ccb-505ef9a1500e
ae6215fa-229a-4942-8ccb-505ef9a1500e,Estimated CLV,b9476c11-b253-4d49-841a-165250221fee,c9eea51b-7d62-43d3-8759-620f52add0fa
c9eea51b-7d62-43d3-8759-620f52add0fa,CLV vs CAC,4fab12c4-9453-428a-8c2f-bb8831880479,ed84b0c7-f1a3-4d3e-9349-9a10cb468eff
ed84b0c7-f1a3-4d3e-9349-9a10cb468eff,CLV Increase Strategies,7c8b6627-6c25-46c1-8cc4-a05637c82fff,2a41a191-447a-41c1-aba3-9377cda3ff24
2a41a191-447a-41c1-aba3-9377cda3ff24,Repeat Purchase Percentage,dc9608e5-21dc-4c17-974d-d36571106d49,5e558a5b-2622-49cf-acb7-b1b3087566e9
5e558a5b-2622-49cf-acb7-b1b3087566e9,Lead Conversion Rate,72a030dd-b1e3-4087-b680-d796d13e0a0a,ed1b4a5c-d8d1-4415-86d6-7fa2a3301396
ed1b4a5c-d8d1-4415-86d6-7fa2a3301396,Website Conversion Rate,21b9dac3-5f9e-4ccd-9875-8ba083a24699,d898bac0-96cd-4021-a4d5-33c0cd0f35bc
